siruta,parent_siruta,postal_code,type,name
10,1,0,judet,ALBA
1017,10,0,municipiu,ALBA IULIA
1026,1017,0,localitate,ALBA IULIA
1035,1017,510001,localitate,BARABANT
1044,1017,510002,localitate,MICESTI
1053,1017,510003,localitate,OARDA
1062,1017,510004,localitate,PACLISA
1213,10,0,municipiu,AIUD
1222,1213,515200,localitate,AIUD
1231,1213,515201,localitate,AIUDUL DE SUS
1277,1213,515202,sat,CIUMBRUD
1240,1213,515203,localitate,GAMBAS
1286,1213,515204,sat,GARBOVA DE JOS
1295,1213,515205,sat,GARBOVA DE SUS
1302,1213,515206,sat,GARBOVITA
1259,1213,515207,localitate,MAGINA
1268,1213,515208,localitate,PAGIDA
1311,1213,515209,sat,SANCRAI
1320,1213,515210,sat,TIFRA
1348,10,0,municipiu,BLAJ
1357,1348,515400,localitate,BLAJ
1366,1348,515401,localitate,DELENI-OBARSIE
1375,1348,515402,localitate,FLITESTI
1384,1348,515403,localitate,IZVOARELE
1428,1348,515404,sat,MANARADE
1393,1348,515405,localitate,PETRISAT
1437,1348,515406,sat,SPATAC
1400,1348,515407,localitate,TIUR
1419,1348,515408,localitate,VEZA
1874,10,0,municipiu,SEBES
1883,1874,515800,localitate,SEBES
1892,1874,515801,localitate,LANCRAM
1909,1874,515850,localitate,PETRESTI
1918,1874,515802,sat,RAHAU
1151,10,0,oras,ABRUD
1160,1151,515100,localitate,ABRUD
1179,1151,515101,localitate,ABRUD-SAT
1188,1151,515102,localitate,GURA CORNEI
1197,1151,515103,localitate,SOHARU
2915,10,0,oras,BAIA DE ARIES
2924,2915,515300,localitate,BAIA DE ARIES
2933,2915,515301,sat,BRAZESTI
2942,2915,515302,sat,CIOARA DE SUS
2951,2915,515303,sat,MUNCELU
2960,2915,515304,sat,SARTAS
2979,2915,515305,sat,SIMULESTI
1455,10,0,oras,CAMPENI
1464,1455,515500,localitate,CAMPENI
1473,1455,515501,localitate,BONCESTI
1482,1455,515502,localitate,BORLESTI
1491,1455,515503,localitate,BOTESTI
1507,1455,515504,localitate,CERTEGE
1516,1455,515505,localitate,COASTA VASCULUI
1525,1455,515506,localitate,DANDUT
1534,1455,515507,localitate,DEALU BISTRII
1543,1455,515508,localitate,DEALU CAPSEI
1552,1455,515509,localitate,DRIC
1561,1455,515510,localitate,FATA ABRUDULUI
1570,1455,515511,localitate,FLORESTI
1589,1455,515512,localitate,FURDUIESTI
1598,1455,515513,localitate,MIHOESTI
1605,1455,515514,localitate,MOTORASTI
1614,1455,515515,localitate,PESTE VALEA BISTRII
1623,1455,515516,localitate,PODURI
1632,1455,515517,localitate,SORLITA
1641,1455,515518,localitate,TOMUSESTI
1650,1455,515519,localitate,VALEA BISTRII
1669,1455,515520,localitate,VALEA CASELOR
1678,1455,515521,localitate,VARSI
1696,10,0,oras,CUGIR
1703,1696,515600,localitate,CUGIR
1712,1696,515601,localitate,BOCSITURA
1721,1696,515602,localitate,BUCURU
1730,1696,515603,localitate,CALENE
1749,1696,515604,localitate,FETENI
1758,1696,515605,localitate,GOASELE
1767,1696,515606,localitate,MUGESTI
1776,1696,515607,localitate,VINEREA
1794,10,0,oras,OCNA MURES
1801,1794,515700,localitate,OCNA MURES
1838,1794,515701,sat,CISTEIU DE MURES
1847,1794,515702,sat,MICOSLACA
1856,1794,515703,sat,RAZBOIENI-CETATE
1810,1794,515704,localitate,UIOARA DE JOS
1829,1794,515705,localitate,UIOARA DE SUS
8096,10,0,oras,TEIUS
8103,8096,515900,localitate,TEIUS
8112,8096,515901,sat,BELDIU
8121,8096,515902,sat,CAPUD
8130,8096,515903,sat,COSLARIU NOU
8149,8096,515904,sat,PETELCA
1936,10,0,oras,ZLATNA
1945,1936,516100,localitate,ZLATNA
1954,1936,516101,sat,BOTESTI
1963,1936,516102,sat,BUDENI
1972,1936,516103,sat,DEALU ROATEI
1981,1936,516104,sat,DOBROT
1990,1936,516105,sat,DUMBRAVA
2005,1936,516106,sat,FENES
2014,1936,516107,sat,GALATI
2023,1936,516108,sat,IZVORU AMPOIULUI
2032,1936,516109,sat,PATRANGENI
2041,1936,516111,sat,PIRITA
2050,1936,516110,sat,PARAU GRUIULUI
2069,1936,516112,sat,PODU LUI PAUL
2078,1936,516113,sat,RUNC
2087,1936,516114,sat,RUSI
2096,1936,516115,sat,SUSENI
2103,1936,516116,sat,TRAMPOIELE
2112,1936,516117,sat,VALEA MICA
2121,1936,516118,sat,VALTORI
2130,10,0,comuna,ALBAC
2149,2130,517005,sat,ALBAC
2158,2130,517006,sat,BARASTI
2167,2130,517007,sat,BUDAIESTI
2176,2130,517008,sat,CIONESTI
2185,2130,517009,sat,COSTESTI
2194,2130,517011,sat,DEALU LAMASOI
2201,2130,517012,sat,DEVE
2210,2130,517013,sat,DUPA PLESE
2229,2130,517014,sat,FATA
2238,2130,517016,sat,PLESESTI
2247,2130,517017,sat,POTIONCI
2256,2130,517018,sat,ROGOZ
2265,2130,517019,sat,ROSESTI
2274,2130,517021,sat,RUSESTI
2283,2130,517022,sat,SOHODOL
2292,2130,517023,sat,TAMBORESTI
2309,10,0,comuna,ALMASU MARE
2318,2309,517030,sat,ALMASU MARE
2327,2309,517031,sat,ALMASU DE MIJLOC
2336,2309,517032,sat,BRADET
2345,2309,517033,sat,CHEILE CIBULUI
2354,2309,517034,sat,CIB
2363,2309,517036,sat,GLOD
2372,2309,517038,sat,NADASTIA
2381,10,0,comuna,ARIESENI
2390,2381,517040,sat,ARIESENI
2407,2381,517041,sat,AVRAMESTI
2416,2381,517042,sat,BUBESTI
2425,2381,517043,sat,CASA DE PIATRA
2434,2381,517044,sat,COBLES
2443,2381,517046,sat,DEALU BAJULUI
2452,2381,517047,sat,FATA CRISTESEI
2461,2381,517048,sat,FATA LAPUSULUI
2470,2381,517049,sat,GALBENA
2489,2381,517051,sat,HODOBANA
2498,2381,517052,sat,IZLAZ
2504,2381,517053,sat,PANTESTI
2513,2381,517054,sat,PATRAHAITESTI
2522,2381,517056,sat,POIENITA
2531,2381,517057,sat,RAVICESTI
2540,2381,517058,sat,STURU
2559,2381,517059,sat,STEI-ARIESENI
2568,2381,517061,sat,VANVUCESTI
2577,10,0,comuna,AVRAM IANCU
2586,2577,517065,sat,AVRAM IANCU
2595,2577,517066,sat,ACHIMETESTI
2602,2577,517067,sat,AVRAMESTI
2611,2577,517068,sat,BADAI
2620,2577,517069,sat,BOLDESTI
2639,2577,517071,sat,CALUGARESTI
2648,2577,517072,sat,CASOAIA
2657,2577,517073,sat,CANDESTI
2666,2577,517074,sat,CARASTI
2675,2577,517076,sat,CARTULESTI
2684,2577,517077,sat,COCESTI
2693,2577,517078,sat,COCOSESTI
2700,2577,517079,sat,COROIESTI
2719,2577,517081,sat,DEALU CRISULUI
2728,2577,517082,sat,DOLESTI
2737,2577,517083,sat,DUMACESTI
2746,2577,517084,sat,GOJEIESTI
2755,2577,517086,sat,HELERESTI
2764,2577,517087,sat,INCESTI
2773,2577,517088,sat,JOJEI
2782,2577,517089,sat,MARTESTI
2791,2577,517091,sat,ORGESTI
2808,2577,517092,sat,PATRUTESTI
2817,2577,517093,sat,PLAI
2826,2577,517094,sat,PUSELESTI
2835,2577,517096,sat,SOICESTI
2844,2577,517097,sat,STERTESTI
2853,2577,517098,sat,TARSA
2862,2577,517099,sat,TARSA-PLAI
2871,2577,517101,sat,VALEA MACIULUI
2880,2577,517102,sat,VALEA UTULUI
2899,2577,517103,sat,VERDESTI
2906,2577,517104,sat,VIDRISOARA
2988,10,0,comuna,BERGHIN
2997,2988,517110,sat,BERGHIN
3002,2988,517111,sat,GHIRBOM
3011,2988,517112,sat,HENIG
3020,2988,517113,sat,STRAJA
3039,10,0,comuna,BISTRA
3048,3039,517115,sat,BISTRA
3057,3039,517116,sat,ARONESTI
3066,3039,517117,sat,BALESTI
3075,3039,517118,sat,BALESTI-CATUN
3084,3039,517119,sat,BARLESTI
3093,3039,517121,sat,CHELETENI
3100,3039,517122,sat,CIULDESTI
3119,3039,517123,sat,CRETESTI
3128,3039,517126,sat,DEALU MUNTELUI
3137,3039,517124,sat,DAMBURENI
3146,3039,517127,sat,DURASTI
3155,3039,517128,sat,GANESTI
3164,3039,517129,sat,GARDE
3173,3039,517131,sat,HODISESTI
3182,3039,517132,sat,HUDRICESTI
3191,3039,517133,sat,LIPAIA
3208,3039,517134,sat,LUNCA LARGA
3217,3039,517136,sat,LUNCA MERILOR
3226,3039,517137,sat,MIHAIESTI
3235,3039,517138,sat,NAMAS
3244,3039,517139,sat,NOVACESTI
3253,3039,517141,sat,PERJESTI
3262,3039,517142,sat,POIANA
3271,3039,517143,sat,POIU
3280,3039,517144,sat,RATITIS
3299,3039,517146,sat,RUNCURI
3306,3039,517147,sat,SALAGESTI
3315,3039,517148,sat,STEFANCA
3324,3039,517149,sat,TOLACESTI
3333,3039,517151,sat,TOMNATEC
3342,3039,517152,sat,TRISORESTI
3351,3039,517153,sat,TARANESTI
3360,3039,517154,sat,VARSI-RONTU
3379,3039,517156,sat,VARSII MARI
3388,3039,517157,sat,VARSII MICI
3397,10,0,comuna,BLANDIANA
3404,3397,517160,sat,BLANDIANA
3413,3397,517161,sat,ACMARIU
3422,3397,517162,sat,IBRU
3431,3397,517163,sat,POIENI
3440,3397,517164,sat,RACATAU
9026,10,0,comuna,BUCERDEA GRANOASA
4204,9026,517261,sat,BUCERDEA GRANOASA
4213,9026,517262,sat,CORNU
4222,9026,517263,sat,PADURE
4231,9026,517264,sat,PANCA
3459,10,0,comuna,BUCIUM
3468,3459,517165,sat,BUCIUM
3477,3459,517166,sat,ANGHELESTI
3486,3459,517167,sat,BISERICANI
3495,3459,517168,sat,BUCIUM-SAT
3501,3459,517169,sat,CERBU
3510,3459,517171,sat,CIUCULESTI
3529,3459,517172,sat,COLESENI
3538,3459,517173,sat,DOGARESTI
3547,3459,517174,sat,FERESTI
3556,3459,517176,sat,FLORESTI
3565,3459,517177,sat,GURA IZBITEI
3574,3459,517178,sat,HELESTI
3583,3459,517179,sat,IZBICIOARA
3592,3459,517181,sat,IZBITA
3609,3459,517182,sat,JURCUIESTI
3618,3459,517183,sat,LUPULESTI
3627,3459,517184,sat,MAGURA
3636,3459,517186,sat,MUNTARI
3645,3459,517187,sat,PETRENI
3654,3459,517188,sat,POIANA
3663,3459,517189,sat,POIENI
3672,3459,517191,sat,STALNISOARA
3681,3459,517192,sat,VALEA ABRUZEL
3690,3459,517193,sat,VALEA ALBA
3707,3459,517194,sat,VALEA CERBULUI
3716,3459,517196,sat,VALEA NEGRILESII
3725,3459,517197,sat,VALEA POIENII
3734,3459,517198,sat,VALEA SESII
3743,3459,517199,sat,VALENI
3752,3459,517201,sat,VALCEA
4106,10,0,comuna,CALNIC
4115,4106,517205,sat,CALNIC
4133,4106,517207,sat,DEAL
3761,10,0,comuna,CENADE
3770,3761,517210,sat,CENADE
3789,3761,517211,sat,CAPU DEALULUI
3798,3761,517212,sat,GORGAN
3805,10,0,comuna,CERGAU
3814,3805,517216,sat,CERGAU MARE
3823,3805,517217,sat,CERGAU MIC
3832,3805,517218,sat,LUPU
3841,10,0,comuna,CERU-BACAINTI
3850,3841,517220,sat,CERU-BACAINTI
3869,3841,517221,sat,BOLOVANESTI
3878,3841,517222,sat,BULBUC
3887,3841,517223,sat,CUCUTA
3896,3841,517224,sat,CURPENI
3903,3841,517226,sat,DUMBRAVITA
3912,3841,517227,sat,FANTANELE
3921,3841,517228,sat,GROSI
3930,3841,517229,sat,VALEA MARE
3949,3841,517231,sat,VIEZURI
3958,10,0,comuna,CETATEA DE BALTA
3967,3958,517235,sat,CETATEA DE BALTA
3976,3958,517236,sat,CRACIUNELU DE SUS
3985,3958,517237,sat,SANTAMARIE
3994,3958,517238,sat,TATARLAUA
1071,10,0,comuna,CIUGUD
1080,1071,517240,sat,CIUGUD
1099,1071,517241,sat,DRAMBAR
1115,1071,517243,sat,HAPRIA
1106,1071,2516,sat,LIMBA
1124,1071,517244,sat,SEUSA
1133,1071,517246,sat,TELEAC
4008,10,0,comuna,CIURULEASA
4017,4008,517250,sat,CIURULEASA
4026,4008,517251,sat,BIDIGESTI
4035,4008,517252,sat,BODRESTI
4044,4008,517253,sat,BOGLESTI
4053,4008,517254,sat,BUNINGINEA
4062,4008,517256,sat,GHEDULESTI
4071,4008,517257,sat,MATISESTI
4080,4008,517258,sat,MORARESTI
4099,4008,517259,sat,VULCAN
4188,10,0,comuna,CRACIUNELU DE JOS
4197,4188,517260,sat,CRACIUNELU DE JOS
4142,10,0,comuna,CRICAU
4151,4142,517265,sat,CRICAU
4160,4142,517266,sat,CRAIVA
4179,4142,517267,sat,TIBRU
9019,10,0,comuna,CUT
4124,9019,517206,sat,CUT
4240,10,0,comuna,DAIA ROMANA
4259,4240,517270,sat,DAIA ROMANA
4268,10,0,comuna,DOSTAT
4277,4268,517275,sat,DOSTAT
4286,4268,517276,sat,BOZ
4295,4268,517277,sat,DEALU DOSTATULUI
4302,10,0,comuna,FARAU
4311,4302,517280,sat,FARAU
4320,4302,517281,sat,HERIA
4339,4302,517282,sat,MEDVES
4348,4302,517283,sat,SANBENEDIC
4357,4302,517284,sat,SILEA
4366,10,0,comuna,GALDA DE JOS
4375,4366,517285,sat,GALDA DE JOS
4384,4366,517286,sat,BENIC
4393,4366,517287,sat,CETEA
4400,4366,517288,sat,GALDA DE SUS
4419,4366,517289,sat,LUPSENI
4428,4366,517291,sat,MAGURA
4437,4366,517292,sat,MESENTEA
4446,4366,517293,sat,OIEJDEA
4455,4366,517294,sat,POIANA GALDEI
4464,4366,517296,sat,RAICANI
4473,4366,517297,sat,ZAGRIS
4482,10,0,comuna,GARBOVA
4491,4482,517305,sat,GARBOVA
4507,4482,517306,sat,CARPINIS
4516,4482,517307,sat,RECIU
4525,10,0,comuna,GARDA DE SUS
4534,4525,517310,sat,GARDA DE SUS
4543,4525,517311,sat,BIHARIA
4552,4525,517312,sat,DEALU FRUMOS
4561,4525,517313,sat,DEALU ORDANCUSII
4570,4525,517314,sat,DOBRESTI
4589,4525,517317,sat,GHETARI
4598,4525,517316,sat,GARDA SEACA
4605,4525,517318,sat,HANASESTI
4614,4525,517319,sat,HUZARESTI
4623,4525,517321,sat,IZVOARELE
4632,4525,517322,sat,MUNUNA
4641,4525,517323,sat,OCOALE
4650,4525,517324,sat,PLAI
4669,4525,517326,sat,PLISTI
4678,4525,517327,sat,SCOARTA
4696,4525,517328,sat,SNIDE
4687,4525,517329,sat,SUCESTI
4703,10,0,comuna,HOPARTA
4712,4703,517335,sat,HOPARTA
4721,4703,517336,sat,SILIVAS
4730,4703,517337,sat,SPALNACA
4749,4703,517338,sat,TURDAS
4758,4703,517339,sat,VAMA SEACA
4767,10,0,comuna,HOREA
4776,4767,517340,sat,HOREA
4785,4767,517341,sat,BABA
4794,4767,517342,sat,BUTESTI
4801,4767,517343,sat,DARLESTI
4810,4767,517344,sat,FERICET
4829,4767,517346,sat,GIURGIUT
4838,4767,517347,sat,MANCESTI
4847,4767,517348,sat,MATISESTI
4856,4767,517349,sat,NICULESTI
4865,4767,517351,sat,PATRUSESTI
4874,4767,517352,sat,PETREASA
4883,4767,517353,sat,PRELUCA
4892,4767,517354,sat,TEIU
4909,4767,517356,sat,TRIFESTI
4918,4767,517357,sat,ZANZESTI
4927,10,0,comuna,IGHIU
4936,4927,517360,sat,IGHIU
4945,4927,517361,sat,BUCERDEA VANOASA
4954,4927,517362,sat,IGHIEL
4963,4927,517363,sat,SARD
4972,4927,517364,sat,TELNA
4981,10,0,comuna,INTREGALDE
4990,4981,517365,sat,INTREGALDE
5005,4981,517366,sat,DEALU GEOAGIULUI
5014,4981,517367,sat,GHIONCANI
5023,4981,517368,sat,ILIESTI
5032,4981,517369,sat,IVANIS
5041,4981,517371,sat,MARINESTI
5050,4981,517372,sat,MODOLESTI
5069,4981,517373,sat,NECRILESTI
5078,4981,517374,sat,POPESTI
5087,4981,517376,sat,SFARCEA
5096,4981,517377,sat,TECSESTI
5103,10,0,comuna,JIDVEI
5112,5103,517385,sat,JIDVEI
5121,5103,517386,sat,BALCACIU
5130,5103,517387,sat,CAPALNA DE JOS
5149,5103,517388,sat,FEISA
5158,5103,517389,sat,VESEUS
5167,10,0,comuna,LIVEZILE
5176,5167,517390,sat,LIVEZILE
5185,5167,517391,sat,IZVOARELE
5194,5167,517392,sat,POIANA AIUDULUI
5201,5167,517393,sat,VALISOARA
5210,10,0,comuna,LOPADEA NOUA
5229,5210,517395,sat,LOPADEA NOUA
5238,5210,517396,sat,ASINIP
5256,5210,517397,sat,BAGAU
5247,5210,517398,sat,BETA
5265,5210,517399,sat,CICARD
5274,5210,517401,sat,CIUGUZEL
5283,5210,517402,sat,OCNISOARA
5292,5210,517403,sat,ODVEREM
5309,10,0,comuna,LUNCA MURESULUI
5318,5309,517405,sat,LUNCA MURESULUI
5327,5309,517406,sat,GURA ARIESULUI
5336,10,0,comuna,LUPSA
5345,5336,517410,sat,LUPSA
5354,5336,517411,sat,BARDESTI
5363,5336,517412,sat,BARZAN
5372,5336,517413,sat,CURMATURA
5381,5336,517414,sat,DUPA DEAL
5390,5336,517416,sat,GEAMANA
5407,5336,517417,sat,HADARAU
5416,5336,517418,sat,HOLOBANI
5425,5336,517419,sat,LAZURI
5434,5336,517421,sat,LUNCA
5443,5336,517422,sat,MANASTIRE
5452,5336,517423,sat,MARGAIA
5461,5336,517424,sat,MUSCA
5470,5336,517427,sat,PITIGA
5489,5336,517426,sat,PARAU-CARBUNARI
5498,5336,517428,sat,POSOGANI
5504,5336,517429,sat,SASA
5513,5336,517431,sat,TRIFESTI
5522,5336,517432,sat,VALEA HOLHORII
5531,5336,517433,sat,VALEA LUPSII
5540,5336,517434,sat,VALEA SESII
5559,5336,517436,sat,VAI
5568,5336,517437,sat,VINTA
5577,10,0,comuna,METES
5586,5577,517445,sat,METES
5595,5577,517446,sat,AMPOITA
5602,5577,517447,sat,ISCA
5611,5577,517448,sat,LUNCA AMPOITEI
5620,5577,517449,sat,LUNCA METESULUI
5639,5577,517451,sat,PADUREA
5648,5577,517452,sat,POIANA AMPOIULUI
5657,5577,517453,sat,POIANA URSULUI
5666,5577,517454,sat,PRESACA AMPOIULUI
5675,5577,517456,sat,REMETEA
5684,5577,517457,sat,TAUTI
5693,5577,517458,sat,VALENI
5700,10,0,comuna,MIHALT
5719,5700,517465,sat,MIHALT
5728,5700,517466,sat,CISTEI
5737,5700,517467,sat,OBREJA
5746,5700,517468,sat,ZARIES
5755,10,0,comuna,MIRASLAU
5764,5755,517470,sat,MIRASLAU
5773,5755,517471,sat,CICAU
5782,5755,517472,sat,DECEA
5791,5755,517473,sat,LOPADEA VECHE
5808,5755,517474,sat,ORMENIS
5817,5755,517476,sat,RACHIS
5826,10,0,comuna,MOGOS
5835,5826,517480,sat,MOGOS
5844,5826,517481,sat,BARBESTI
5853,5826,517482,sat,BARLESTI
5862,5826,517483,sat,BARLESTI-CATUN
5871,5826,517484,sat,BARZOGANI
5880,5826,517486,sat,BOCESTI
5899,5826,517487,sat,BOGDANESTI
5906,5826,517488,sat,BUTESTI
5915,5826,517489,sat,COJOCANI
5924,5826,517491,sat,CRISTESTI
5933,5826,517492,sat,MAMALIGANI
5942,5826,517493,sat,NEGRESTI
5951,5826,517494,sat,ONCESTI
5960,5826,517496,sat,POIENILE-MOGOS
5979,5826,517497,sat,TOMESTI
5997,5826,517498,sat,VALEA BARNII
5988,5826,517499,sat,VALEA BARLUTESTI
6002,5826,517501,sat,VALEA COCESTI
6011,5826,517502,sat,VALEA GIOGESTI
6020,5826,517503,sat,VALEA MLACII
6039,5826,517504,sat,VALEA TUPILOR
6048,10,0,comuna,NOSLAC
6057,6048,517515,sat,NOSLAC
6066,6048,517516,sat,CAPTALAN
6075,6048,517517,sat,COPAND
6084,6048,517518,sat,GABUD
6093,6048,517519,sat,STANA DE MURES
6100,6048,517521,sat,VALEA CIUCIULUI
6119,10,0,comuna,OCOLIS
6128,6119,517525,sat,OCOLIS
6137,6119,517526,sat,LUNCA LARGA
6146,6119,517527,sat,RUNC
6155,6119,517528,sat,VIDOLM
6164,10,0,comuna,OHABA
6173,6164,517530,sat,OHABA
6182,6164,517531,sat,COLIBI
6191,6164,517532,sat,MAGHIERAT
6208,6164,517533,sat,SECASEL
6217,10,0,comuna,PIANU
6226,6217,517537,sat,PIANU DE SUS
6235,6217,517536,sat,PIANU DE JOS
6244,6217,517538,sat,PLAIURI
6253,6217,517539,sat,PURCARETI
6262,6217,517541,sat,STRUNGARI
6271,10,0,comuna,POIANA VADULUI
6280,6271,517545,sat,POIANA VADULUI
6299,6271,517546,sat,COSTESTI
6306,6271,517547,sat,DUDUIENI
6315,6271,517548,sat,FAGETU DE JOS
6324,6271,517549,sat,FAGETU DE SUS
6333,6271,517551,sat,HANASESTI
6342,6271,517552,sat,LUPAIESTI
6351,6271,517553,sat,MORCANESTI
6360,6271,517554,sat,PASTESTI
6379,6271,517556,sat,PETELEI
6388,6271,517557,sat,STANESTI
6397,10,0,comuna,PONOR
6404,6397,517565,sat,PONOR
6413,6397,517566,sat,DUPA DEAL
6422,6397,517567,sat,GEOGEL
6431,6397,517568,sat,MACARESTI
6459,6397,517569,sat,VALE IN JOS
6440,6397,517571,sat,VALEA BUCURULUI
6468,10,0,comuna,POSAGA
6477,6468,517581,sat,POSAGA DE JOS
6486,6468,517576,sat,CORTESTI
6495,6468,517577,sat,INCESTI
6501,6468,517578,sat,LUNCA
6510,6468,517579,sat,ORASTI
6529,6468,517582,sat,POSAGA DE SUS
6538,6468,517583,sat,SAGAGEA
6547,10,0,comuna,RADESTI
6556,6547,517585,sat,RADESTI
6565,6547,517586,sat,LEORINT
6574,6547,517587,sat,MESCREAC
6583,6547,517588,sat,SOIMUS
6592,10,0,comuna,RAMETEA
6609,6592,517610,sat,RAMETEA
6618,6592,517611,sat,COLTESTI
6627,10,0,comuna,RAMET
6636,6627,517590,sat,RAMET
6645,6627,517591,sat,BOTANI
6654,6627,517592,sat,BRADESTI
6663,6627,517593,sat,CHEIA
6672,6627,517594,sat,COTORASTI
6681,6627,517596,sat,FLORESTI
6690,6627,517597,sat,OLTENI
6707,6627,517598,sat,VALEA FAGETULUI
6716,6627,517599,sat,VALEA INZELULUI
6725,6627,517601,sat,VALEA MANASTIRII
6734,6627,517602,sat,VALEA POIENII
6743,6627,517603,sat,VALEA UZEI
6752,6627,517604,sat,VLADESTI
6930,10,0,comuna,ROSIA DE SECAS
6949,6930,517640,sat,ROSIA DE SECAS
6958,6930,517641,sat,TAU
6967,6930,517642,sat,UNGUREI
6761,10,0,comuna,ROSIA MONTANA
6770,6761,517615,sat,ROSIA MONTANA
6789,6761,517616,sat,BALMOSESTI
6798,6761,517617,sat,BLIDESTI
6805,6761,517618,sat,BUNTA
6814,6761,517619,sat,CARPINIS
6823,6761,517621,sat,COASTA HENTII
6832,6761,517622,sat,CORNA
6841,6761,517623,sat,CURATURI
6850,6761,517624,sat,DAROAIA
6869,6761,517626,sat,GARDA-BARBULESTI
6878,6761,517627,sat,GURA ROSIEI
6887,6761,517628,sat,IACOBESTI
6896,6761,517629,sat,IGNATESTI
6903,6761,517631,sat,SOAL
6912,6761,517632,sat,TARINA
6921,6761,517633,sat,VARTOP
6976,10,0,comuna,SALCIUA
6985,6976,517648,sat,SALCIUA DE JOS
6994,6976,517646,sat,DEALU CASELOR
7008,6976,517647,sat,DUMESTI
7017,6976,517649,sat,SALCIUA DE SUS
7026,6976,517651,sat,SUB PIATRA
7035,6976,517652,sat,VALEA LARGA
7044,10,0,comuna,SALISTEA
7053,7044,517655,sat,SALISTEA
7062,7044,517656,sat,MARGINENI
7071,7044,517657,sat,SALISTEA-DEAL
7080,7044,517658,sat,TARTARIA
7099,10,0,comuna,SASCIORI
7106,7099,517660,sat,SASCIORI
7115,7099,517661,sat,CAPALNA
7124,7099,517662,sat,DUMBRAVA
7133,7099,517663,sat,LAZ
7142,7099,517664,sat,LOMAN
7151,7099,517666,sat,PLESI
7160,7099,517667,sat,RACHITA
7179,7099,517668,sat,SEBESEL
7188,7099,517669,sat,TONEA
7197,10,0,comuna,SCARISOARA
7204,7197,517680,sat,SCARISOARA
7213,7197,517681,sat,BARLESTI
7222,7197,517682,sat,BOTESTI
7231,7197,517683,sat,FATA-LAZESTI
7240,7197,517684,sat,FLORESTI
7259,7197,517686,sat,LAZESTI
7268,7197,517687,sat,LESPEZEA
7277,7197,517688,sat,MATEI
7286,7197,517689,sat,NEGESTI
7295,7197,517691,sat,PRELUCA
7302,7197,517692,sat,RUNC
7311,7197,517693,sat,SFOARTEA
7320,7197,517694,sat,STIULETI
7339,7197,517696,sat,TRANCESTI
7348,10,0,comuna,SANCEL
7357,7348,517670,sat,SANCEL
7366,7348,517671,sat,ICLOD
7375,7348,517672,sat,PANADE
7384,10,0,comuna,SANTIMBRU
7393,7384,517675,sat,SANTIMBRU
7400,7384,517676,sat,COSLARIU
7419,7384,517677,sat,DUMITRA
7428,7384,517678,sat,GALTIU
7437,7384,517679,sat,TOTOI
7446,10,0,comuna,SOHODOL
7455,7446,517700,sat,SOHODOL
7464,7446,517701,sat,BAZESTI
7473,7446,517702,sat,BILANESTI
7482,7446,517703,sat,BOBARESTI
7491,7446,517704,sat,BRADEANA
7507,7446,517706,sat,BURZONESTI
7516,7446,517707,sat,DEONCESTI
7525,7446,517708,sat,DILIMANI
7534,7446,517709,sat,FURDUIESTI
7543,7446,517711,sat,GURA SOHODOL
7552,7446,517712,sat,HOANCA
7561,7446,517713,sat,JOLDISESTI
7570,7446,517714,sat,LAZURI
7589,7446,517716,sat,LEHESTI
7598,7446,517717,sat,LUMINESTI
7605,7446,517718,sat,MEDRESTI
7614,7446,517719,sat,MORARESTI
7623,7446,517721,sat,MUNESTI
7632,7446,517722,sat,NAPAIESTI
7641,7446,517723,sat,NELEGESTI
7650,7446,517724,sat,NICORESTI
7669,7446,517726,sat,PELES
7678,7446,517727,sat,POIANA
7687,7446,517728,sat,ROBESTI
7712,7446,517729,sat,SEBISESTI
7696,7446,517731,sat,SICOIESTI
7703,7446,517732,sat,SURDESTI
7721,7446,517733,sat,SIMOCESTI
7730,7446,517734,sat,TOCI
7749,7446,517736,sat,VALEA VERDE
7758,7446,517737,sat,VLADOSESTI
7767,10,0,comuna,STREMT
7776,7767,517745,sat,STREMT
7785,7767,517746,sat,FATA PIETRII
7794,7767,517747,sat,GEOAGIU DE SUS
7801,7767,517748,sat,GEOMAL
7810,10,0,comuna,SIBOT
7829,7810,517750,sat,SIBOT
7838,7810,517751,sat,BALOMIRU DE CAMP
7847,7810,517752,sat,BACAINTI
7856,7810,517753,sat,SARACSAU
7865,10,0,comuna,SONA
7874,7865,517755,sat,SONA
7883,7865,517756,sat,ALECUS
7892,7865,517757,sat,BIIA
7909,7865,517758,sat,DOPTAU
7918,7865,517759,sat,LUNCA TARNAVEI
7927,7865,517761,sat,SANMICLAUS
7936,7865,517762,sat,VALEA SASULUI
7945,10,0,comuna,SPRING
7954,7945,517765,sat,SPRING
7963,7945,517766,sat,CARPEN
7972,7945,517767,sat,CARPENII DE SUS
7981,7945,517768,sat,CUNTA
7990,7945,517769,sat,DRASOV
8005,7945,517771,sat,VINGARD
8014,10,0,comuna,SUGAG
8023,8014,517775,sat,SUGAG
8032,8014,517776,sat,ARTI
8041,8014,517777,sat,BARSANA
8050,8014,517778,sat,DOBRA
8069,8014,517779,sat,JIDOSTINA
8078,8014,517781,sat,MARTINIE
8087,8014,517782,sat,TAU BISTRA
8158,10,0,comuna,UNIREA
8167,8158,517785,sat,UNIREA
8176,8158,517786,sat,CIUGUDU DE JOS
8185,8158,517787,sat,CIUGUDU DE SUS
8194,8158,517788,sat,DUMBRAVA
